id,name,shortDesc,fullDesc,price,popularity,image,category
146,Ловушка для тараканов ДОХС 6 шт ,"Препарат ""Оборонхим-контейнеры"" является эффективным инсектицидом, предназначенным для уничтожения тараканов. Он особенно рекомендуется для применения в помещениях с повышенными требованиями к гигиене, таких как жилые помещения, детские учреждения, предприятия общественного питания, ветеринарные клиники и другие объекты, где содержатся животные.","Препарат представляет собой небольшие пластиковые контейнеры с приманкой внутри. Они легко устанавливаются в местах скопления тараканов, таких как кухня, ванная комната, коридоры и спальни. Контейнеры не выделяют вредных испарений и не отравляют воздух. Они также не пачкают поверхности и не вызывают аллергических реакций.

Принцип действия препарата заключается в том, что тараканы заползают в контейнеры, едят приманку, а затем возвращаются в свою колонию. Они становятся носителями инсектицида, который остается на их лапках и в пищеварительной системе. Зараженные тараканы становятся носителями инсектицида и вызывают эпидемию, которая убивает всю колонию. Массовая гибель тараканов наступает примерно через 2 дня после заражения.

Продолжительность действия контейнеров составляет не менее 3 месяцев, после чего их нужно заменить. Контейнеры следует размещать в местах, недоступных для детей и домашних животных.

Контейнеры-ловушки имеют размеры 5х5 см и изготовлены из высокопрочного пластика. Они содержат 0,05% фипронила в качестве действующего вещества, а также пищевые компоненты в составе до 100%.

Препарат ""Ловушка для тараканов ДОХЛОКС 6 шт"" имеет срок годности в течение 3 лет.",,46,images/products/lovushka_doxs.jpg,Инсектициды
147,Липкая лента-мухолов КАПКАН,"Летом проблема нашествия мух становится более чем актуальной. Опасность, которую в себе таят мухи заключается в том, что они являются переносчиками большого количества очень опасных заболеваний (полиомиелит, яйца гельминтов, холера, глисты и др.). Заражение человека обычно происходит путем переноса на лапках мухи возбудителей заболеваний.","Вступая в борьбу с мухами в первую очередь необходимо соблюдать санитарно-гигиенические нормы и правила. Мыть руки, избавляться от мусора, убирать неприкрытую пищу со стола, производить санитарную обработку помещения. Обычно выделяют два основных принципа борьбы с мухами: дезинсекция (метод, основанный на использовании биологических и химических веществ) и фумигация (использование отравляющих репеллентов, дымовых шашек и спиралей).

Для борьбы с мухами в жилых помещениях обычно стараются выбрать наиболее безопасные для здоровья человека методы. Одним из таких методов является использование липких лент.

Основное преимущество ленты от мух КАПКАН заключается в ее полностью натуральном составе. Не токсичное содержание ленты позволяет ее использовать в детских и больничных учреждениях. Принцип работы данного средства борьбы с мухами до гениальности прост. В производстве ленты используется экстракт меда, задачей которого привлекать насекомое. Далее привлеченное запахом насекомое попадает на ленту, которая в обеих сторон покрыта липким слоем. Лапки насекомого намертво приклеиваются и оно уже не в состоянии выбраться с поверхности ленты. Таким образом, мы избавляемся от надоедливого и опасного насекомого быстро, просто и недорого. Стоит заметить, что использование липких лент - это один самых дешевых способов борьбы с мухами.


Способ использования липучки для мух

Разместить 2-3 липкие ленты на каждые 10 квадратных метров площади. Произвести замену лент через 30 суток.",20,41,images/products/muxolovka_kapkan.jpg,Инсектициды
148,ИСКРА ВРК Золотая 1мл от насекомых-вредителей,От ТЛИ И БЕЛОКРЫЛКИ,"С приходом весенних дней просыпается не только природа и растительный мир, но и садовые и лесные насекомые-вредители. Деформированные и надъеденные листья деревьев и кустарников, поражения стеблей, плоды с червоточинами - это лишь малая часть признаков атаки вредителей. К числу опасных для сельского хозяйства вредителей-насекомых, встречающихся на территории России, можно отнести примерно 700 видов. Большинство из них представляют большую опасность для растений и деревьев. Полного их истребления добиться практически невозможно, но контролировать их численность на своем садовом участке просто необходимо. Благодаря научным исследованиям методы борьбы с насекомыми разделили на четыре основных типа: агротехнические, биологические, механические и химические. Существуют такие виды насекомых, размножение которых происходит сразу в больших количествах. Поэтому атаки на посевы таких насекомых сразу приобретают массовый характер и могут полностью уничтожить посевы культурных растений, нанося огромный убыток сельскому хозяйству. Для борьбы с насекомыми на садово-огородном участке, когда характер атак приобретает массовый характер, чаще прибегают к химическому способу. Смысл химического способа сводится к обработке садовых растений различными ядохимикатами. Обработку растений обязательно проводить в перчатках и желательно в респираторе и очках.  Налейте в ведро 1-2 литра чистой воды, вскройте ампулу, вылейте в ведро с водой и тщательно перемешайте. Для получения максимального эффекта опрыскайте растения в соответствии с таблицей.
",50,87,images/products/iskra_50.jpg,Инсектициды
149,Инсектоакарацидное средство ФОРСАЙТ,универсальное 50 мл,"Современный отечественный препарат истребительного характера. Хорош для барьерной обработки по применению инсектоакарицидного средства.

Средство "" ФорсСайт"" - это концентрат эмульсии в виде прозрачной жидкости светло-коричневого цвета, содержащий в качестве действующего вещества (ДВ) фосфорорганическое соединение фентион (25%), а также антиоксидант, стабилизатор, отдушку, растворитель.

Объем: 50 мл.

Применение:

УНИЧТОЖЕНИЕ ТАРАКАНОВ

1.1. Для уничтожения тараканов используют 1,00% (по ДВ) рабочие водные эмульсии при расходе 100 мл/м2, обрабатывая выборочно поверхности в местах обнаружения, локализации и на путях перемещения насекомых. Особое внимание уделяют отверстиям и щелям в стенах, в дверных коробках, порогах, вдоль плинтусов, в облицовочных покрытиях, а также вентиляционным отдушинам, местам стыка труб водопроводной, отопительной и канализационной систем.

1.2. Обработку проводят одновременно во всех помещениях, заселенных тараканами. При высокой и очень высокой численности обрабатывают смежные помещения в целях профилактики: для предотвращения миграции и последующего заселения их тараканами.

1.3. Повторные обработки проводят при появлении насекомых.

2. УНИЧТОЖЕНИЕ МУРАВЬЕВ

Для уничтожения рыжих домовых и других видов муравьев, которые часто проникают в помещения, обрабатывают пути передвижения (""дорожки"") или места скопления. Используются рабочие эмульсия 0,5% (по ДВ) концентрации.

Обработки повторяют при появлении муравьев

3. УНИЧТОЖЕНИЕ КЛОПОВ

3.1. Для уничтожения клопов используют 0,50% (по ДВ) водные эмульсии препарата. При незначительной заселенности помещений постельными клопами обрабатывают лишь места их обитания; при большой заселенности и в случае облицовки стен сухой штукатуркой обработке подлежат также места их возможного расселения; щели вдоль плинтусов, бордюров, места отставания обоев, вокруг дверных, оконных рам и вентиляционных решеток, щели в стенах, мебели, а также ковры с обратной стороны.

3.2. Постельные принадлежности не обрабатывать!

3.3. Одновременную обработку всех помещений проводят лишь в общежитиях, где возможен частый занос насекомых.

3.4. Повторные обработки проводят при обнаружении клопов.

4. УНИЧТОЖЕНИЕ БЛОХ

4.1. Для уничтожения блох используют 0,25% (по ДВ) рабочую водную эмульсию, обрабатывая стены (на высоту до 1 м), поверхность пола в местах отставания линолеума и плинтусов, щели за плинтусами, ковры, дорожки с обратной стороны.

4.2. При обработке захламленных подвалов эти помещения предварительно по-возможности очищают от мусора, а затем – тщательно орошают.

4.3. Повторные обработки проводят по энтомологическим показаниям.

5. УНИЧТОЖЕНИЕ МУХ

5.1.Для уничтожения имаго комнатных или других видов мух используют 0,25% (по ДВ) рабочую водную эмульсию, которой орошают места посадки мух в помещениях, а также наружные стены строений, мусоросборники, мусорокамеры и сандворовые установки.

5.2. Норма расхода эмульсии составляет 50-100 мл/м2 в зависимости от численности мух и типа обрабатываемой поверхности.

5.3. Для уничтожения личинок мух обрабатывают 0,1% (по ДВ) эмульсией места их выплода (выгребные ямы, отходы, пищевые отбросы) с интервалом 1 раз в 20-30 дней.

5.4. Норма расхода – 1 л/м2 при толщине отбросов до 50 см. При обработке выгребов глубиной 3-5 м расход увеличивают до 5-10 л на 1 м2.

5.4. Повторные обработки проводят при появлении окрыленных мух в помещении.

6. УНИЧТОЖЕНИЕ КОМАРОВ

6.1. Для уничтожения имаго комаров используют 0,06% (по ДВ) рабочую водную эмульсию, которой орошают места посадки комаров в помещении, а также наружные стены строений или внутри ограждений для мусорных контейнеров, где в жаркое время укрываются комары.

6.2. Для уничтожения личинок комаров используют 0,035% (по ДВ) водные эмульсии, которые равномерно разбрызгивают по поверхности закрытых городских водоемов: подвалов жилых домов, противопожарных емкостей или открытых водоемов нерыбохозяйственного значения, где размножаются личинки комаров.

6.3. Норма расхода составляет 100 мл на 1 кв.м. поверхности воды.

6.4. Повторные обработки проводят по энтомологическим показаниям – появлении живых личинок комаров. Повторяют обработки не чаще 1 раза в месяц.

7. УНИЧТОЖЕНИЕ КРЫСИНЫХ КЛЕЩЕЙ

7.1. Для уничтожения крысиного клеща используют 0,50% (по ДВ) водную эмульсию, которой орошают – лазы, трубы различных коммуникаций, плинтусы, стены и полы вдоль них, а также места возможного скопления клещей – обогреваемые участки стен и полов около отопительных приборов и тепловых коммуникаций, нижнюю часть мебели, рабочие столы, которые обрабатывают целиком, включая имеющиеся в них ящики. При наличии фальшпокрытий, за которыми могут перемещаться грызуны, потолки и стены также подлежат обработке.

7.2. Норма расхода составляет не менее 100 мл рабочей водной эмульсии на 1 м2 обрабатываемой поверхности.

7.3. Повторную обработку проводят по показаниям, но не ранее, чем через 10-15 суток после первой.",,9,images/products/forsait_50ml_200.jpg,Инсектициды
150,Инсектицидный порошок Gektor,против постельных клопов 500мл ,,,9,images/products/gektor_klop_1000.jpg,Инсектициды
151,Инсектицидный порошок Gektor,против постельных тарканов 500мл ,,,21,images/products/gektor_tarkan_1000.jpg,Инсектициды
152,Жидкость от комаров 45 ночей  ,ЧИСТЫЙ ДОМ без запаха,,200,42,images/products/clean_home_water_30-nights.jpg,Инсектициды
153,Жидкость от комаров 30 ночей ,ЧИСТЫЙ ДОМ без запаха,,180,80,images/products/clean_home_water_45-nights.jpg,Инсектициды
154,Гель от тараканов и муравьев ,ДОМОВОЙ шприц 30гр,"Универсальное средство для уничтожения тараканов и муравьев. Приманка содержит активное вещество, поедая которую тараканы и муравьи заражаются и заражают до 50 сородичей. Шприц рассчитан на обработку 30-40 кв.м.",100,99,images/products/domovoy_gel_30gr.jpg,Инсектициды
155,Герольд 5 мл амп.,"от яблонной плодожорки, боярышницы и других вредителей","Герольд – специализированный препарат, предназначенный для борьбы с гусеницами и защиты от них. Применяется для опрыскивания садов в период формирования бутонов и цветения для борьбы с плодожоркой и листоверткой. На овощных, цветочных и декоративных культурах Герольд применяют при обнаружении вредителей в течение всего сезона.",50,40,images/products/,Инсектициды
156,Гель от тараканов ,"«Дохлокс», 30 г","Гель выпускается в форме геля и помещен в специальный шприц, что делает его использование более удобным. Активное действующее вещество геля — фипронил. Принцип работы препарата: при попадании в организм насекомого, фипронил начинает замедление работы нервных импульсов насекомых. Таким образом, происходит нарушение работы всех органов, в том числе и пищеварительных. Заражаясь насекомое на лапках переносит активное вещество в место обитания, чем способствует заражению всей колонии.",100,14,images/products/,Инсектициды
157,Гель от тараканов ,«Домовой» 85 г ,"Преимущества:
Быстрый и надежный результат: гель привлекает тараканов своим ароматом и быстро их уничтожает. Удобство применения: гель легко наносится в труднодоступные места, где часто прячутся тараканы. Безопасность: гель не имеет запаха, не выделяет вредных веществ, что делает его безопасным для использования в присутствии людей и домашних животных.

Состав:
Фипронил — мощное инсектицидное вещество, которое эффективно уничтожает тараканов. Гелеобразователь — обеспечивает удобство нанесения и длительное сохранение геля в местах обитания тараканов. Консервант — препятствует порче геля и сохраняет его эффективность в течение длительного времени. Пищевые аттрактанты — привлекают тараканов и заставляют их потреблять гель. Стабилизатор — обеспечивает однородность геля и его оптимальную консистенцию.

Гель от тараканов ""Домовой"" — надежное и безопасное решение для борьбы с тараканами в вашем доме.",150,53,images/products/domovoy_gel.jpg,Инсектициды
158,Гель от муравьев ,Великий воин 45гр,,100,26,images/products/,Инсектициды
159,Гранулы от муравьев,Великий воин 50гр,"Инсектицид ""Великий Воин"" в форме гранул эффективно уничтожает муравьев в различных местах обитания, включая квартиры, дома, сады и теплицы. Его состав включает фипронил, обеспечивающий длительное действие до 2 месяцев. Гранулы можно размещать на подложках или рассыпать в местах обитания и на путях передвижения насекомых. При необходимости их можно смочить водой для получения пасты. Соблюдение мер предосторожности и хранение вне досягаемости детей и животных являются обязательными.",50,42,images/products/velikiy_voin_granuli.jpg,Инсектициды
160,Вар садовый 150 гр,"брикет для дезинфекции и заживления ран плодовых, декоративных деревьев","**Садовый вар ** – это пастообразный препарат на основе натуральных компонентов, который используется для заживления ран на плодовых и декоративных деревьях и кустарниках.

**Применение:**

Вар садовый применяется для обработки ран после обрезки, окулировки, прививок, а также для лечения солнечных ожогов, морозобоин и других повреждений коры деревьев.

**Действие:**

Вар садовый образует на поверхности раны защитную пленку, которая предотвращает проникновение патогенных микроорганизмов и способствует быстрому заживлению.

Кроме того, препарат содержит антисептические компоненты, которые уничтожают бактерии и грибки, которые могут вызвать гниение древесины.

**Преимущества:**

* Защищает раны от проникновения инфекций.
* Стимулирует образование каллуса и быстрое заживление.
* Устойчив к смыванию дождем.
* Безопасен для деревьев и окружающей среды.

**Способ применения:**

* Очистить рану от грязи и омертвевшей коры.
* Нанести вар садовый на рану толстым слоем.
* Для заделки глубоких ран можно добавить в вар садовый наполнитель, например, доломит или мел.

**Хранение:**

Хранить препарат в сухом, прохладном месте при температуре от 0 до +25°C. Срок годности – 2 года.",100,60,images/products/sadoviy_var.jpg,Инсектициды
161,Биотлин 3 мл амп.,"от тли на плодовых, ягодных, овощных и цветочных культурах","Биотлин – это системный инсектицид на основе действующего вещества имидаклоприд, который используется для борьбы с тлей на различных сельскохозяйственных культурах.

Применение:

Биотлин применяется для обработки плодовых, ягодных, овощных и цветочных культур от тли. Препарат можно использовать для опрыскивания растений в период вегетации.

Действие:

Имидаклоприд, входящий в состав Биотлина, проникает в сосудистую систему растений и разносится по всем их органам. Когда тля питается соком обработанных растений, она поглощает имидаклоприд, который нарушает работу ее нервной системы, вызывая паралич и гибель.

Биотлин обладает высокой системной активностью, что обеспечивает длительную защиту растений от тли.

Преимущества:

Быстродействующий препарат, эффект заметен уже через несколько часов после обработки. Длительная защита растений от тли – до 3 недель. Не вызывает резистентности у насекомых. Безопасен для человека, животных и окружающей среды.

Способ применения:

Для опрыскивания плодовых, ягодных и овощных культур: 1 мл препарата на 10 л воды. Для опрыскивания цветочных культур: 1 мл препарата на 5 л воды.

Хранение:

Хранить препарат в сухом, прохладном месте при температуре от 0 до +25°C. Срок годности – 3 года.",50,68,images/products/biotlin_50.jpg,Инсектициды
162,Аэрозоль инсектицид Варан Форте,универсальный (зелёный) 680 мл,"Высокоэффективное средство для уничтожения ползающих насекомых (тараканов, муравьёв, клопов и т.д.) и летающих насекомых (мух, москитов, комаров), обладающий остаточным действием. Без запаха.",400,60,images/products/,Инсектициды
163,Чистый дом аэрозоль,"""Супер"" универсальный 600мл ","Аэрозоль Дихлофос ЧИСТЫЙ ДОМ ""Супер"" - это универсальное инсектицидное средство, предназначенное для борьбы с различными видами домашних насекомых.

**Действие:**

* Эффективно уничтожает мух, комаров, тараканов, муравьев, моль, клопов, блох и других насекомых.
* Обладает быстрым действием и продолжительным эффектом.
* Уничтожает насекомых на всех стадиях развития.

**Преимущества:**

* Увеличенный объем баллона - 600 мл.
* Удобное в использовании аэрозольное распыление.
* Эффективно защищает от повторного появления насекомых.
* Специальная формула для уничтожения даже самых устойчивых насекомых.
* Безопасен для использования в жилых помещениях при соблюдении мер предосторожности.

**Применение:**

* Закрыть окна и двери в обрабатываемом помещении.
* Встряхнуть баллон и распылять средство в течение 5-10 секунд на поверхности, где наблюдаются насекомые.
* Покинуть помещение на 15-20 минут, после чего проветрить в течение 30 минут.
* Для создания защитного барьера распылить средство по периметру помещения, вдоль плинтусов и в местах возможного проникновения насекомых.

**Меры предосторожности:**

* Использовать средства индивидуальной защиты при работе с препаратом.
* Не вдыхать пары средства.
* Хранить препарат в недоступном для детей и животных месте.

Аэрозоль Дихлофос ЧИСТЫЙ ДОМ ""Супер"" - эффективное и надежное средство для защиты от домашних насекомых. Увеличенный объем баллона позволяет обработать большую площадь и обеспечить длительную защиту от вредителей.",500,74,images/products/clear_home.jpg,Инсектициды
164,Аэрозоль инсектицид Варан А,универсальный зол. без запаха 180 мл,"Варан Дихлофос — высокоэффективный инсектицид в форме аэрозоли для уничтожения летающих и нелетающих насекомых. Подходит для использования в помещениях различного назначения. Препарат воздействует на нервную систему всех стадий развития насекомых: от личинок до взрослых особей.

Преимущества:

• Остаточное действие до 60 суток.

• Без запаха, безопасен для использования в быту.

Рекомендации по хранению:
Хранить в сухом, прохладном месте, отдельно от лекарств и пищевых продуктов, недоступном для детей и животных.",150,77,images/products/,Инсектициды
165,Аэрозоль Дихлофо НЕО,600 мл,"Дихлофос НЕО – мощный инсектицид, выпускается в большой упаковке с удобным носиком, позволяющим легко применять его даже в труднодоступных местах дома. Он эффективно уничтожает домашних насекомых, обеспечивая чистоту и уверенность в вашем жилом пространстве. Эта безупречная формула без запаха может эффективно бороться как с летающими, так и с ползающими существами, уничтожая их, как зараженных насекомых, которые могут распространиться на остальную часть населения. После использования достаточно быстрой влажной уборки и утилизации тушек. Дихлофос создает защитный барьер на две недели, отпугивая тараканов и клопов из соседних помещений или подъездов.",500,45,images/products/,Инсектициды
166,Антимоль Эффект,"подвесной блок лаванда, Золушка","Антимоль Эффект подвесной блок лаванда — репеллентное средство на основе природных эфирных масел для защиты шерстяных и меховых изделий от моли и её личинок.

Преимущества

На основе природных масел. Антимольный эффект в течение 6 месяцев. Высокий дезодорирующий эффект.

Способ применения

Поместите контейнер в шкаф или в пакет с вещами. Используйте не более двух контейнеров на 0,5 м².

Меры предосторожности

Храните отдельно от пищевых продуктов, вдали от детей.",50,50,images/products/podvesnoy_blok.jpg,Инсектициды
167,Пластины детские от комаров,ДОМОВОЙ Эвкалипт Здоровый сон,"Полная гибель комаров в закрытых помещениях достигается за 10-20 минут в зависимости от площади помещения. Пластина может быть использована многократно, для дальнейшего использования пластину следует хранить в упаковке. Применение одной пластины рассчитано до 10 часов в непрерывном режиме работы в помещении площадью до 20 кв/м. Обесцвечивание пластины является показателем окончания срока действия",50,77,images/products/plastinki_baby_evkalipt.jpg,Инсектициды
168,"Ордан 12,5 мл пакет ","от болезней томатов, огурцов и картофеля ","Ордан - системный фунгицид контактного и лечебного действия, предназначенный для защиты томатов, огурцов и картофеля от широкого спектра грибных заболеваний.

Механизм действия:

Препарат содержит два биоактивных компонента, которые производят комплексное действие:

Предотвращают проникновение спор и мицелия гриба через поверхностные покровы растений Исцеляют поврежденные болезнью растения Угнетают и искореняют возбудителей инфекции, локализуя ее

Преимущества:

Высокая эффективность против фитофторы, пероноспороза и альтернариоза Низкая привыкаемость патогенов Малотоксичен для человека при соблюдении правил безопасности

Инструкция по применению:

Первое опрыскивание проводят на стадии появления 4-6 настоящих листьев. При появлении признаков инфицирования обработку проводят не позднее 2 суток после их обнаружения. Обработки повторяют каждые 7-10 дней.

Особенности применения:

Опрыскивание проводят утром или вечером в безветренную погоду. Препарат разводят в воде в соответствии с инструкцией. Раствор используют за один раз.

Период защитного действия:

1-2 недели в зависимости от степени поражения.

Срок ожидания до уборки урожая:

Указан в инструкции к препарату.",110,7,images/products/ordan_110.jpg,Инсектициды
169,Муравьед СУПЕР,гранулы 50гр,"Муравьед СУПЕР гранулы - высокоэффективное средство для борьбы с муравьями в помещениях и на открытом воздухе.

**Действующее вещество:**

* Хлорпирифос

**Механизм действия:**

Хлорпирифос - контактно-кишечный инсектицид, который после попадания в организм насекомого приводит к фосфорилированию белковых ферментов, содержащихся в нервных тканях. Это вызывает паралич и гибель муравьев.

**Преимущества:**

* Высокая эффективность против различных видов муравьев
* Удобная форма применения в виде гранул
* Уничтожает муравьев как при контакте, так и при поедании гранул
* Длительное защитное действие

**Инструкция по применению:**

1. Разложите гранулы Муравьед СУПЕР на подложки из картона, пластика или металла.
2. Раскладывайте ловушки в местах максимального скопления и вероятного появления муравьев.
3. Ловушки могут располагаться как внутри помещений, так и вне их.

**Меры предосторожности:**

* Использовать препарат только в соответствии с инструкцией.
* Избегать попадания препарата на кожу и в глаза.
* При работе с препаратом использовать средства индивидуальной защиты (резиновые перчатки, респиратор).
* Не допускать попадания препарата в водоемы.

**Класс опасности:**

3 (умеренно опасное вещество)",100,11,images/products/murrra_100.jpg,Инсектициды
170,Клещевит 4 мл амп.,для борьбы с клещами на различных культурах ,"Клещевит является эффективным препаратом для борьбы с клещами на различных видов растений. Он обладает контактно-кишечным действием, что позволяет ему уничтожать клещей, как на поверхности растений, так и внутри их тканей.

Применение Клещевита позволяет быстро прекратить питание клещей - это происходит уже через 6 часов после обработки. Полная гибель вредителей наступает через 3-4 дня. Это обеспечивает надежную защиту растений от клещей и предотвращает их повреждение.

Одним из преимуществ Клещевита является его минимальный срок ожидания - плоды и другие части обработанных растений можно употреблять в пищу уже через 2 дня после обработки. Это позволяет использовать препарат как для профилактики и лечения растений в саду, так и для комнатных растений.

Благодаря своей эффективности и безопасности, Клещевит является популярным средством для борьбы с клещами и находит применение как в сельском хозяйстве, так и в домашних условиях.",50,14,images/products/kleshevit_60.jpg,Инсектициды
171,Клей ALT,от грызунов 135гр,,250,93,images/products/alt_250.jpg,Инсектициды
172,Аэрозоль Дихлофос НЕО ,150 мл,"Современный Дихлофос на основе действующего вещества нового поколения, не позволяет насекомым адаптироваться и обеспечивает высокую эффективность. Обладает высоким нокдаун-эффектом (быстрое уничтожение) и продолжительным защитным действием на обработанных поверхностях. Уничтожает широкий спектр насекомых: мух, комаров, москитов, бабочек моли, тараканов, клопов, блох, муравьёв. Приятный аромат лаванды создаёт дополнительный комфорт при использовании.


Срок годности: 2 года

Объем: 150 см3",150,13,images/products/neo_150.jpg,Инсектициды
173,Циркон 1 мл амп.,стимулятор роста ,"""Циркон"" - это биорегулятор роста, который стимулирует обмен веществ в растениях и повышает их устойчивость к различным стрессовым факторам.

**Действие:**

* Активирует обмен веществ и улучшает рост растений.
* Стимулирует развитие корневой системы, цветение и плодоношение.
* Повышает устойчивость растений к неблагоприятным условиям окружающей среды (засуха, заморозки, УФ-излучение).
* Снижает уровень стресса и помогает растениям восстановиться после повреждений.
* Улучшает приживаемость саженцев и всхожесть семян.

**Преимущества:**

* Натуральный препарат на основе растительных экстрактов.
* Нетоксичен и безопасен для растений, пчел, полезных насекомых и рыб.
* Улучшает качество и количество урожая.
* Продлевает срок хранения плодов и цветов.

**Применение:**

""Циркон"" можно использовать для обработки растений в течение всего периода вегетации. Препарат разводят в воде в соответствии с инструкцией по применению и опрыскивают растения или поливают под корень.

**Меры предосторожности:**

* Использовать средства индивидуальной защиты при работе с препаратом.
* Хранить препарат в недоступном для детей и животных месте.

Стимулятор роста ""Циркон"" - незаменимое средство для повышения устойчивости растений к стрессам, улучшения роста и повышения урожайности.",50,15,images/products/cirkon_50.jpg,Инсектициды
174,Фумигатор универсальный ,Superbat с индикатором,"- Универсальный фумигатор, предназначенный для уничтожения мух, комаров и других насекомых.
- Можно использовать с пластинами от комаров или бутылками с жидкостью (Запрещается одновременное использование)
- Способ применения: вставьте пластину или бутылку в обесточенный электрический фумигатор, расположив соответствующим образом.
- Подключитесь к сети (220 В, 50 Гц) и включите на 15 минут, чтобы избавиться от комаров.
- Преимущества: универсальность, удобство, простота использования, хорошее соотношение цены и качества.",100,40,images/products/suberbat_fumigaot.jpg,Инсектициды
175,ФАС серная шашка,,,100,46,images/products/fas_shashka.jpg,Инсектициды
176,Фитоспорин-М,"супер-универсал, биофунгицид паста 100 гр ","Биофунгицид на основе полезных фитобактерий — эффективное решение для защиты растений от множества заболеваний, включая гнили, паршу, фитофтороз и мучнистую росу. Препарат проникает в ткани растений, вырабатывая биологически активные вещества, которые стимулируют рост и защищают от болезней.

Преимущества: безопасен для человека и животных, не вызывает привыкания у вредных микробов, подходит для профилактики и лечения. Обладает пролонгированным действием, оздоравливает почву и улучшает усвоение питательных элементов благодаря эликсиру плодородия Гуми.",100,25,images/products/fitospirin_m_100gr.jpg,Инсектициды
177,Табу Экстра,"от колорадского жука, проволочника и почвенных инфекций 10 мл","Табу Экстра — высокоэффективное средство защиты растений, специально разработанное для борьбы с колорадским жуком, проволочником и почвенными инфекциями. Благодаря своей выраженной системной активности, препарат проникает в проростки и молодые растения через корни, обеспечивая надежную защиту на всех этапах роста.

Преимущества Табу Экстра:

• Системная защита: Препарат проникает внутрь растения, что позволяет ему защищать не только поверхность, но и внутренние ткани от вредителей и болезней.

• Эффективность против вредителей: Табу Экстра эффективно борется с колорадским жуком и проволочником, предотвращая их повреждения и минимизируя потери урожая.

• Защита в уязвимый период: Препарат особенно полезен в критические моменты роста картофеля, когда растения наиболее подвержены атакам вредителей и болезней.

• Оптимизация питания: Табу Экстра способствует лучшему усвоению азота и проникновению влаги в растение, что приводит к увеличению количества клубней и повышению качества урожая.

Использование Табу Экстра обеспечивает надежную защиту картофеля, способствуя получению здорового и обильного урожая.",200,24,images/products/tabu_200.jpg,Инсектициды
178,Средство жидкий концентрат GEKTOR 50 мл,"для уничтожения клопов, блох, мух, комаров, муравьев ","Средство жидкий концентрат GEKTOR - это высокоэффективный инсектицид для уничтожения различных видов насекомых в бытовых и производственных помещениях.

Действие:

Эффективно уничтожает клопов, блох, мух, комаров и муравьев. Обладает контактным и кишечным действием, поражая нервную систему насекомых. Уничтожает насекомых на всех стадиях развития. Обладает длительным остаточным действием до 6 недель.

Преимущества:

Широкий спектр действия против различных видов насекомых. Высокая эффективность и длительное остаточное действие. Удобная форма концентрата для разведения в воде. Экономичный расход - 50 мл на площадь до 100 кв.м. Безопасен для использования в жилых помещениях при соблюдении мер предосторожности.

Применение:

Препарат разводят водой в соответствии с инструкцией по применению и используют для обработки помещений путем опрыскивания или протирания поверхностей.

Меры предосторожности:

Использовать средства индивидуальной защиты при работе с препаратом. Не вдыхать пары средства. Хранить препарат в недоступном для детей и животных месте.

Средство жидкий концентрат GEKTOR - эффективное и надежное средство для борьбы с насекомыми в различных помещениях. Широкий спектр действия, высокая эффективность и длительное остаточное действие делают его незаменимым помощником в борьбе с вредителями.",200,32,images/products/gektor_200.jpg,Инсектициды
179,Спирали от комаров ,Чистый дом 10шт,"Бездымные спирали от комаров применяются на улице на открытом пространстве с целью отпугивания летающих насекомых. Разработаны специально для комфортного отдыха на природе. Активное вещество, входящее в состав спиралей и выделяемое после поджигания, обеспечивает уничтожение летающего гнуса на длительное время.",150,75,images/products/spirali_clean_home_150.jpg,Инсектициды
180,Рефтамид Максимум ,Репеллент аэрозоль 3в1 147 мл ,"Универсальный препарат для защиты людей от нападения комаров, мошки, лесных и таёжных клещей. Содержит высокоэффективный действующий компонент, сохраняет своё действие в течение 4-5 часов. Средство наносится как на одежду, так и открытые участки кожи. В состав помимо активного компонента ДЭТА - 28%, включена усиливающая защитные свойства препарата ванильная отдушка.

Наносите Репеллент Рефтамид на кожу один раз в день, а на одежду используйте не более 1 баллона в день. Повторяйте не чаще, чем каждые 3-5 дней. Обратите внимание, что продукт обеспечивает неполную защиту от клещей.",250,10,images/products/reftamid_250.jpg,Инсектициды
181,Раёк 2 мл амп. ,"от парши, мучнистой росы и др. болезней плодовых культур","Преимущества и уникальные особенности:
1. Длительный профилактический и лечебный эффект от комплекса болезней растений.
2. Не вызывает образования «сеточки» на плодах, обеспечивая высокое качество продукции.
3. Быстрое проникновение в ткани растений и устойчивость к вымыванию дождем в течение 2 часов.
4. Гибкая дозировка: от 2 до 5 литров на дерево или 5 литров на 100 м² обрабатываемой площади, в зависимости от возраста и сорта растений.",50,42,images/products/raek.jpg,Инсектициды
